Sexo,codigo,Provincia,AÃ±o,Trimestre,Paro
Hombres,23,Jaén,2011,3,27.24
Hombres,23,Jaén,2011,4,22.91
Hombres,23,Jaén,2012,1,27.46
Hombres,23,Jaén,2012,2,35.6
Hombres,23,Jaén,2012,3,36.43
Hombres,23,Jaén,2012,4,33.33
Hombres,23,Jaén,2013,1,38.45
Hombres,23,Jaén,2013,2,39.4
Hombres,23,Jaén,2013,3,36.2
Hombres,23,Jaén,2013,4,31.1
Hombres,23,Jaén,2014,1,23.69
Hombres,23,Jaén,2014,2,31.64
Hombres,23,Jaén,2014,3,31.43
Hombres,23,Jaén,2014,4,27.75
Hombres,23,Jaén,2015,1,31.54
Hombres,23,Jaén,2015,2,31.68
Hombres,23,Jaén,2015,3,32.41
Hombres,23,Jaén,2015,4,25.38
Hombres,23,Jaén,2016,1,26.78
Hombres,23,Jaén,2016,2,30.89
Hombres,23,Jaén,2016,3,28.76
Hombres,23,Jaén,2016,4,25.36
Hombres,23,Jaén,2017,1,22.66
Hombres,23,Jaén,2017,2,28.32
Hombres,23,Jaén,2017,3,22.08
Hombres,23,Jaén,2017,4,19.65
Hombres,23,Jaén,2018,1,20.23
Hombres,23,Jaén,2018,2,23.35
Hombres,23,Jaén,2018,3,21.26
Hombres,23,Jaén,2018,4,16.53
Hombres,23,Jaén,2019,1,16.71
Hombres,23,Jaén,2019,2,18.39
Hombres,23,Jaén,2019,3,18.26
Hombres,23,Jaén,2019,4,15.88
Hombres,23,Jaén,2020,1,16.7
Hombres,23,Jaén,2020,2,22.47
Hombres,23,Jaén,2020,3,23.56
Hombres,23,Jaén,2020,4,17.25
Hombres,23,Jaén,2021,1,15.06
Hombres,23,Jaén,2021,2,20.19
Hombres,23,Jaén,2021,3,17.5
Hombres,23,Jaén,2021,4,14.81
Hombres,23,Jaén,2022,1,14.12
Hombres,23,Jaén,2022,2,13.82
Hombres,23,Jaén,2022,3,12.56
Hombres,23,Jaén,2022,4,15.44
Hombres,23,Jaén,2023,1,12.12
Hombres,24,León,2002,1,6.88
Hombres,24,León,2002,2,5.57
Hombres,24,León,2002,3,6.45
Hombres,24,León,2002,4,6.07
Hombres,24,León,2003,1,5.91
Hombres,24,León,2003,2,5.81
Hombres,24,León,2003,3,5.34
Hombres,24,León,2003,4,4.26
Hombres,24,León,2004,1,4.83
Hombres,24,León,2004,2,4.88
Hombres,24,León,2004,3,4.84
Hombres,24,León,2004,4,6.44
Hombres,24,León,2005,1,7.83
Hombres,24,León,2005,2,6.39
Hombres,24,León,2005,3,6.79
Hombres,24,León,2005,4,6.96
Hombres,24,León,2006,1,7.18
Hombres,24,León,2006,2,5.78
Hombres,24,León,2006,3,5.21
Hombres,24,León,2006,4,4.34
Hombres,24,León,2007,1,5.58
Hombres,24,León,2007,2,4.5
Hombres,24,León,2007,3,4.4
Hombres,24,León,2007,4,6.13
Hombres,24,León,2008,1,6.15
Hombres,24,León,2008,2,6.94
Hombres,24,León,2008,3,6.74
Hombres,24,León,2008,4,8.14
Hombres,24,León,2009,1,11.89
Hombres,24,León,2009,2,13.19
Hombres,24,León,2009,3,10.85
Hombres,24,León,2009,4,13.12
Hombres,24,León,2010,1,16.03
Hombres,24,León,2010,2,13.62
Hombres,24,León,2010,3,13.42
Hombres,24,León,2010,4,15.49
Hombres,24,León,2011,1,17.58
Hombres,24,León,2011,2,16.44
Hombres,24,León,2011,3,15.17
Hombres,24,León,2011,4,17.51
Hombres,24,León,2012,1,19.28
Hombres,24,León,2012,2,20.4
Hombres,24,León,2012,3,21.03
Hombres,24,León,2012,4,21.46
Hombres,24,León,2013,1,23.15
Hombres,24,León,2013,2,22.21
Hombres,24,León,2013,3,21.79
Hombres,24,León,2013,4,25.36
Hombres,24,León,2014,1,25.77
Hombres,24,León,2014,2,25.11
Hombres,24,León,2014,3,20.88
Hombres,24,León,2014,4,21.68
Hombres,24,León,2015,1,21.62
Hombres,24,León,2015,2,19.17
Hombres,24,León,2015,3,18.45
Hombres,24,León,2015,4,19.21
Hombres,24,León,2016,1,20.67
Hombres,24,León,2016,2,19.83
Hombres,24,León,2016,3,16
Hombres,24,León,2016,4,18.07
Hombres,24,León,2017,1,17.47
Hombres,24,León,2017,2,15.21
Hombres,24,León,2017,3,13.94
Hombres,24,León,2017,4,12.02
Hombres,24,León,2018,1,11.79
Hombres,24,León,2018,2,8.7
Hombres,24,León,2018,3,9.25
Hombres,24,León,2018,4,9.99
Hombres,24,León,2019,1,11.08
Hombres,24,León,2019,2,10.64
Hombres,24,León,2019,3,10.93
Hombres,24,León,2019,4,11.69
Hombres,24,León,2020,1,15.93
Hombres,24,León,2020,2,16.39
Hombres,24,León,2020,3,11.78
Hombres,24,León,2020,4,10.13
Hombres,24,León,2021,1,12.69
Hombres,24,León,2021,2,13.76
Hombres,24,León,2021,3,9.62
Hombres,24,León,2021,4,12.03
Hombres,24,León,2022,1,12.01
Hombres,24,León,2022,2,10.55
Hombres,24,León,2022,3,7.41
Hombres,24,León,2022,4,7.18
Hombres,24,León,2023,1,9.09
Hombres,25,Lleida,2002,1,4.67
Hombres,25,Lleida,2002,2,2.96
Hombres,25,Lleida,2002,3,4.41
Hombres,25,Lleida,2002,4,3.34
Hombres,25,Lleida,2003,1,1.94
Hombres,25,Lleida,2003,2,4.39
Hombres,25,Lleida,2003,3,3.92
Hombres,25,Lleida,2003,4,4.06
Hombres,25,Lleida,2004,1,4.25
Hombres,25,Lleida,2004,2,4.43
Hombres,25,Lleida,2004,3,3.13
Hombres,25,Lleida,2004,4,4.57
Hombres,25,Lleida,2005,1,3.54
Hombres,25,Lleida,2005,2,4.41
Hombres,25,Lleida,2005,3,4.69
Hombres,25,Lleida,2005,4,5.18
Hombres,25,Lleida,2006,1,4.08
Hombres,25,Lleida,2006,2,6.84
Hombres,25,Lleida,2006,3,4.2
Hombres,25,Lleida,2006,4,2.96
Hombres,25,Lleida,2007,1,2.3
Hombres,25,Lleida,2007,2,2.27
Hombres,25,Lleida,2007,3,2.51
Hombres,25,Lleida,2007,4,3.84
Hombres,25,Lleida,2008,1,2.72
Hombres,25,Lleida,2008,2,5.48
Hombres,25,Lleida,2008,3,6.89
Hombres,25,Lleida,2008,4,9.11
Hombres,25,Lleida,2009,1,11.31
Hombres,25,Lleida,2009,2,9.49
Hombres,25,Lleida,2009,3,12.58
Hombres,25,Lleida,2009,4,12.68
Hombres,25,Lleida,2010,1,14.98
Hombres,25,Lleida,2010,2,14.91
Hombres,25,Lleida,2010,3,14.08
Hombres,25,Lleida,2010,4,13.67
Hombres,25,Lleida,2011,1,11.83
Hombres,25,Lleida,2011,2,14.17
Hombres,25,Lleida,2011,3,13.46
Hombres,25,Lleida,2011,4,14.88
Hombres,25,Lleida,2012,1,20.19
Hombres,25,Lleida,2012,2,20.18
Hombres,25,Lleida,2012,3,16.44
Hombres,25,Lleida,2012,4,18.22
Hombres,25,Lleida,2013,1,15.44
Hombres,25,Lleida,2013,2,18.97
Hombres,25,Lleida,2013,3,15.31
Hombres,25,Lleida,2013,4,15.46
Hombres,25,Lleida,2014,1,16.31
Hombres,25,Lleida,2014,2,14.42
Hombres,25,Lleida,2014,3,12.24
Hombres,25,Lleida,2014,4,12.21
Hombres,25,Lleida,2015,1,14.86
Hombres,25,Lleida,2015,2,12.94
Hombres,25,Lleida,2015,3,11.28
Hombres,25,Lleida,2015,4,13.07
Hombres,25,Lleida,2016,1,12.65
Hombres,25,Lleida,2016,2,9.42
Hombres,25,Lleida,2016,3,7.66
Hombres,25,Lleida,2016,4,9.46
Hombres,25,Lleida,2017,1,9.2
Hombres,25,Lleida,2017,2,10.37
Hombres,25,Lleida,2017,3,8.76
Hombres,25,Lleida,2017,4,11.74
Hombres,25,Lleida,2018,1,10.27
Hombres,25,Lleida,2018,2,9.58
Hombres,25,Lleida,2018,3,7.47
Hombres,25,Lleida,2018,4,11.56
Hombres,25,Lleida,2019,1,10.07
Hombres,25,Lleida,2019,2,10.88
Hombres,25,Lleida,2019,3,9.46
Hombres,25,Lleida,2019,4,7.41
Hombres,25,Lleida,2020,1,6.83
Hombres,25,Lleida,2020,2,6.99
Hombres,25,Lleida,2020,3,10.66
Hombres,25,Lleida,2020,4,12.23
Hombres,25,Lleida,2021,1,8.89
Hombres,25,Lleida,2021,2,9.44
Hombres,25,Lleida,2021,3,9.09
Hombres,25,Lleida,2021,4,8.95
Hombres,25,Lleida,2022,1,5.74
Hombres,25,Lleida,2022,2,8.83
Hombres,25,Lleida,2022,3,9.71
Hombres,25,Lleida,2022,4,8.84
Hombres,25,Lleida,2023,1,9.31
Hombres,26,La Rioja,2002,1,5.75
Hombres,26,La Rioja,2002,2,6.5
Hombres,26,La Rioja,2002,3,5.58
Hombres,26,La Rioja,2002,4,3.8
Hombres,26,La Rioja,2003,1,3.31
Hombres,26,La Rioja,2003,2,2.83
Hombres,26,La Rioja,2003,3,3.77
Hombres,26,La Rioja,2003,4,4.89
Hombres,26,La Rioja,2004,1,4.98
Hombres,26,La Rioja,2004,2,4.53
Hombres,26,La Rioja,2004,3,6.25
Hombres,26,La Rioja,2004,4,4.57
Hombres,26,La Rioja,2005,1,4.56
Hombres,26,La Rioja,2005,2,3.61
Hombres,26,La Rioja,2005,3,3.76
Hombres,26,La Rioja,2005,4,4.61
Hombres,26,La Rioja,2006,1,4.35
Hombres,26,La Rioja,2006,2,5.37
Hombres,26,La Rioja,2006,3,5.23
Hombres,26,La Rioja,2006,4,5.46
Hombres,26,La Rioja,2007,1,4.55
Hombres,26,La Rioja,2007,2,3.4
Hombres,26,La Rioja,2007,3,4.16
Hombres,26,La Rioja,2007,4,4.1
Hombres,26,La Rioja,2008,1,4.67
Hombres,26,La Rioja,2008,2,5.91
Hombres,26,La Rioja,2008,3,6.89
Hombres,26,La Rioja,2008,4,8.39
Hombres,26,La Rioja,2009,1,11.39
Hombres,26,La Rioja,2009,2,12.97
Hombres,26,La Rioja,2009,3,12.77
Hombres,26,La Rioja,2009,4,13.22
Hombres,26,La Rioja,2010,1,13.25
Hombres,26,La Rioja,2010,2,10.76
Hombres,26,La Rioja,2010,3,13.15
Hombres,26,La Rioja,2010,4,14.22
Hombres,26,La Rioja,2011,1,15.32
Hombres,26,La Rioja,2011,2,16.94
Hombres,26,La Rioja,2011,3,16.87
Hombres,26,La Rioja,2011,4,17.48
Hombres,26,La Rioja,2012,1,17.9
Hombres,26,La Rioja,2012,2,20.96
Hombres,26,La Rioja,2012,3,18.8
Hombres,26,La Rioja,2012,4,18.5
Hombres,26,La Rioja,2013,1,18.55
Hombres,26,La Rioja,2013,2,20.97
Hombres,26,La Rioja,2013,3,19.35
Hombres,26,La Rioja,2013,4,17.97
Hombres,26,La Rioja,2014,1,16.91
Hombres,26,La Rioja,2014,2,15.33
Hombres,26,La Rioja,2014,3,16.47
Hombres,26,La Rioja,2014,4,13.64
Hombres,26,La Rioja,2015,1,14.67
Hombres,26,La Rioja,2015,2,14.07
Hombres,26,La Rioja,2015,3,13.52
Hombres,26,La Rioja,2015,4,14.22
Hombres,26,La Rioja,2016,1,14.28
Hombres,26,La Rioja,2016,2,12.46
Hombres,26,La Rioja,2016,3,12.76
Hombres,26,La Rioja,2016,4,9.19
Hombres,26,La Rioja,2017,1,9.88
Hombres,26,La Rioja,2017,2,7.6
Hombres,26,La Rioja,2017,3,11.22
Hombres,26,La Rioja,2017,4,9.45
Hombres,26,La Rioja,2018,1,10.01
Hombres,26,La Rioja,2018,2,8.78
Hombres,26,La Rioja,2018,3,8.28
Hombres,26,La Rioja,2018,4,9.37
Hombres,26,La Rioja,2019,1,10.29
Hombres,26,La Rioja,2019,2,10.02
Hombres,26,La Rioja,2019,3,9.8
Hombres,26,La Rioja,2019,4,10.39
Hombres,26,La Rioja,2020,1,9.44
Hombres,26,La Rioja,2020,2,10.44
Hombres,26,La Rioja,2020,3,9.33
Hombres,26,La Rioja,2020,4,7.87
Hombres,26,La Rioja,2021,1,7.8
Hombres,26,La Rioja,2021,2,7.07
Hombres,26,La Rioja,2021,3,9.96
Hombres,26,La Rioja,2021,4,9.73
Hombres,26,La Rioja,2022,1,9.54
Hombres,26,La Rioja,2022,2,10.05
Hombres,26,La Rioja,2022,3,7.89
Hombres,26,Rioja. La,2022,4,7.86
Hombres,26,Rioja. La,2023,1,8.83
Hombres,27,Lugo,2002,1,7.75
Hombres,27,Lugo,2002,2,7.78
Hombres,27,Lugo,2002,3,4.93
Hombres,27,Lugo,2002,4,6.08
Hombres,27,Lugo,2003,1,7.13
Hombres,27,Lugo,2003,2,6.01
Hombres,27,Lugo,2003,3,4.02
Hombres,27,Lugo,2003,4,6.93
Hombres,27,Lugo,2004,1,5.59
Hombres,27,Lugo,2004,2,4.34
Hombres,27,Lugo,2004,3,5.58
Hombres,27,Lugo,2004,4,4.14
Hombres,27,Lugo,2005,1,5.26
Hombres,27,Lugo,2005,2,3.66
Hombres,27,Lugo,2005,3,4.91
Hombres,27,Lugo,2005,4,5.33
Hombres,27,Lugo,2006,1,5.62
Hombres,27,Lugo,2006,2,4.12
Hombres,27,Lugo,2006,3,5.21
Hombres,27,Lugo,2006,4,4.55
Hombres,27,Lugo,2007,1,5.58
Hombres,27,Lugo,2007,2,3.21
Hombres,27,Lugo,2007,3,4.38
Hombres,27,Lugo,2007,4,4.68
Hombres,27,Lugo,2008,1,5.62
Hombres,27,Lugo,2008,2,3.92
Hombres,27,Lugo,2008,3,3.89
Hombres,27,Lugo,2008,4,5.24
Hombres,27,Lugo,2009,1,8.98
Hombres,27,Lugo,2009,2,8.46
Hombres,27,Lugo,2009,3,7.82
Hombres,27,Lugo,2009,4,9.8
Hombres,27,Lugo,2010,1,11.39
Hombres,27,Lugo,2010,2,12.43
Hombres,27,Lugo,2010,3,8.66
Hombres,27,Lugo,2010,4,8.61
Hombres,27,Lugo,2011,1,12.55
Hombres,27,Lugo,2011,2,11.22
Hombres,27,Lugo,2011,3,10.64
Hombres,27,Lugo,2011,4,11.21
Hombres,27,Lugo,2012,1,15.1
Hombres,27,Lugo,2012,2,18.89
Hombres,27,Lugo,2012,3,17.17
Hombres,27,Lugo,2012,4,18.9
Hombres,27,Lugo,2013,1,22.6
Hombres,27,Lugo,2013,2,19.62
Hombres,27,Lugo,2013,3,17.26
Hombres,27,Lugo,2013,4,18.52
Hombres,27,Lugo,2014,1,22.07
Hombres,27,Lugo,2014,2,20.01
Hombres,27,Lugo,2014,3,15.36
Hombres,27,Lugo,2014,4,15.07
Hombres,27,Lugo,2015,1,16.36
Hombres,27,Lugo,2015,2,15.8
Hombres,27,Lugo,2015,3,14.07
Hombres,27,Lugo,2015,4,14.55
Hombres,27,Lugo,2016,1,15.07
Hombres,27,Lugo,2016,2,13.59
Hombres,27,Lugo,2016,3,13.77
Hombres,27,Lugo,2016,4,13.78
Hombres,27,Lugo,2017,1,13.59
Hombres,27,Lugo,2017,2,12.18
Hombres,27,Lugo,2017,3,9.76
Hombres,27,Lugo,2017,4,10.67
Hombres,27,Lugo,2018,1,8.6
Hombres,27,Lugo,2018,2,7.78
Hombres,27,Lugo,2018,3,6.85
Hombres,27,Lugo,2018,4,7.18
Hombres,27,Lugo,2019,1,8.96
Hombres,27,Lugo,2019,2,7.11
Hombres,27,Lugo,2019,3,6.04
Hombres,27,Lugo,2019,4,7.93
Hombres,27,Lugo,2020,1,6.9
Hombres,27,Lugo,2020,2,7.82
Hombres,27,Lugo,2020,3,8.27
Hombres,27,Lugo,2020,4,6.92
Hombres,27,Lugo,2021,1,8.67
Hombres,27,Lugo,2021,2,9.69
Hombres,27,Lugo,2021,3,9.59
Hombres,27,Lugo,2021,4,9.79
Hombres,27,Lugo,2022,1,10.76
Hombres,27,Lugo,2022,2,8.78
Hombres,27,Lugo,2022,3,7.77
Hombres,27,Lugo,2022,4,7.78
Hombres,27,Lugo,2023,1,8.03
Hombres,28,Madrid,2002,1,5.19
Hombres,28,Madrid,2002,2,4.64
Hombres,28,Madrid,2002,3,5.61
Hombres,28,Madrid,2002,4,4.6
Hombres,28,Madrid,2003,1,5.22
Hombres,28,Madrid,2003,2,5.18
Hombres,28,Madrid,2003,3,5.59
Hombres,28,Madrid,2003,4,5.69
Hombres,28,Madrid,2004,1,5.33
Hombres,28,Madrid,2004,2,5.91
Hombres,28,Madrid,2004,3,5.5
Hombres,28,Madrid,2004,4,5.4
Hombres,28,Madrid,2005,1,7.49
Hombres,28,Madrid,2005,2,7.07
Hombres,28,Madrid,2005,3,5.33
Hombres,28,Madrid,2005,4,4.89
Hombres,28,Madrid,2006,1,4.7
Hombres,28,Madrid,2006,2,5.36
Hombres,28,Madrid,2006,3,3.85
Hombres,28,Madrid,2006,4,4.68
Hombres,28,Madrid,2007,1,4.81
Hombres,28,Madrid,2007,2,5.34
Hombres,28,Madrid,2007,3,4.14
Hombres,28,Madrid,2007,4,5.37
Hombres,28,Madrid,2008,1,6.1
Hombres,28,Madrid,2008,2,7.72
Hombres,28,Madrid,2008,3,8.2
Hombres,28,Madrid,2008,4,9.33
Hombres,28,Madrid,2009,1,13.15
Hombres,28,Madrid,2009,2,13.92
Hombres,28,Madrid,2009,3,14.31
Hombres,28,Madrid,2009,4,14.29
Hombres,28,Madrid,2010,1,16.06
Hombres,28,Madrid,2010,2,16.01
Hombres,28,Madrid,2010,3,15.06
Hombres,28,Madrid,2010,4,15.16
Hombres,28,Madrid,2011,1,14.68
Hombres,28,Madrid,2011,2,16.34
Hombres,28,Madrid,2011,3,16.06
Hombres,28,Madrid,2011,4,18.5
Hombres,28,Madrid,2012,1,19.02
Hombres,28,Madrid,2012,2,19.12
Hombres,28,Madrid,2012,3,18.49
Hombres,28,Madrid,2012,4,19.79
Hombres,28,Madrid,2013,1,19.97
Hombres,28,Madrid,2013,2,18.75
Hombres,28,Madrid,2013,3,18.73
Hombres,28,Madrid,2013,4,19.43
Hombres,28,Madrid,2014,1,19.02
Hombres,28,Madrid,2014,2,18.24
Hombres,28,Madrid,2014,3,16.21
Hombres,28,Madrid,2014,4,18.35
Hombres,28,Madrid,2015,1,18.25
Hombres,28,Madrid,2015,2,16.95
Hombres,28,Madrid,2015,3,15.68
Hombres,28,Madrid,2015,4,16.35
Hombres,28,Madrid,2016,1,15.88
Hombres,28,Madrid,2016,2,15.69
Hombres,28,Madrid,2016,3,14.3
Hombres,28,Madrid,2016,4,14.15
Hombres,28,Madrid,2017,1,13.58
Hombres,28,Madrid,2017,2,12.78
Hombres,28,Madrid,2017,3,11.81
Hombres,28,Madrid,2017,4,13
Hombres,28,Madrid,2018,1,12.85
Hombres,28,Madrid,2018,2,11.36
Hombres,28,Madrid,2018,3,11.2
Hombres,28,Madrid,2018,4,11.07
Hombres,28,Madrid,2019,1,10.64
Hombres,28,Madrid,2019,2,9.8
Hombres,28,Madrid,2019,3,9.41
Hombres,28,Madrid,2019,4,9.4
Hombres,28,Madrid,2020,1,9.72
Hombres,28,Madrid,2020,2,11.86
Hombres,28,Madrid,2020,3,12.03
Hombres,28,Madrid,2020,4,12.68
Hombres,28,Madrid,2021,1,10.79
Hombres,28,Madrid,2021,2,11.41
Hombres,28,Madrid,2021,3,11.13
Hombres,28,Madrid,2021,4,9.31
Hombres,28,Madrid,2022,1,10.31
Hombres,28,Madrid,2022,2,9.05
Hombres,28,Madrid,2022,3,9.47
Hombres,28,Madrid,2022,4,9.57
Hombres,28,Madrid,2023,1,9.95
Hombres,29,Málaga,2002,1,11.6
Hombres,29,Málaga,2002,2,10.08
Hombres,29,Málaga,2002,3,11.75
Hombres,29,Málaga,2002,4,13.72
Hombres,29,Málaga,2003,1,13.8
Hombres,29,Málaga,2003,2,12.89
Hombres,29,Málaga,2003,3,12.29
Hombres,29,Málaga,2003,4,13.81
Hombres,29,Málaga,2004,1,13.29
Hombres,29,Málaga,2004,2,12.15
Hombres,29,Málaga,2004,3,10.13
Hombres,29,Málaga,2004,4,10.84
Hombres,29,Málaga,2005,1,9.59
Hombres,29,Málaga,2005,2,10.01
Hombres,29,Málaga,2005,3,7.64
Hombres,29,Málaga,2005,4,8.81
Hombres,29,Málaga,2006,1,8.96
Hombres,29,Málaga,2006,2,7.75
Hombres,29,Málaga,2006,3,7.93
Hombres,29,Málaga,2006,4,7.71
Hombres,29,Málaga,2007,1,9.44
Hombres,29,Málaga,2007,2,8.19
Hombres,29,Málaga,2007,3,8.23
Hombres,29,Málaga,2007,4,10.95
Hombres,29,Málaga,2008,1,12.52
Hombres,29,Málaga,2008,2,13.98
Hombres,29,Málaga,2008,3,16.96
Hombres,29,Málaga,2008,4,22.64
Hombres,29,Málaga,2009,1,25.95
Hombres,29,Málaga,2009,2,26.56
Hombres,29,Málaga,2009,3,23.6
Hombres,29,Málaga,2009,4,28.56
Hombres,29,Málaga,2010,1,30.86
Hombres,29,Málaga,2010,2,29.72
Hombres,29,Málaga,2010,3,29.13
Hombres,29,Málaga,2010,4,30.45
Hombres,29,Málaga,2011,1,31.17
Hombres,29,Málaga,2011,2,29.35
Hombres,29,Málaga,2011,3,29.33
Hombres,29,Málaga,2011,4,32
Hombres,29,Málaga,2012,1,33.33
Hombres,29,Málaga,2012,2,35.82
Hombres,29,Málaga,2012,3,33.88
Hombres,29,Málaga,2012,4,37.12
Hombres,29,Málaga,2013,1,38.14
Hombres,29,Málaga,2013,2,36.47
Hombres,29,Málaga,2013,3,35.21
Hombres,29,Málaga,2013,4,37.43
Hombres,29,Málaga,2014,1,36.3
Hombres,29,Málaga,2014,2,32.42
Hombres,29,Málaga,2014,3,28.84
Hombres,29,Málaga,2014,4,30.78
Hombres,29,Málaga,2015,1,31.12
Hombres,29,Málaga,2015,2,28.66
Hombres,29,Málaga,2015,3,27.78
Hombres,29,Málaga,2015,4,25.29
Hombres,29,Málaga,2016,1,23.91
Hombres,29,Málaga,2016,2,23.04
Hombres,29,Málaga,2016,3,22.99
Hombres,29,Málaga,2016,4,24.29
Hombres,29,Málaga,2017,1,24.1
Hombres,29,Málaga,2017,2,20.72
Hombres,29,Málaga,2017,3,20.04
Hombres,29,Málaga,2017,4,18.41
Hombres,29,Málaga,2018,1,18.33
Hombres,29,Málaga,2018,2,17.07
Hombres,29,Málaga,2018,3,14.14
Hombres,29,Málaga,2018,4,13.57
Hombres,29,Málaga,2019,1,14.69
Hombres,29,Málaga,2019,2,15.76
Hombres,29,Málaga,2019,3,15.52
Hombres,29,Málaga,2019,4,16.22
Hombres,29,Málaga,2020,1,17.52
Hombres,29,Málaga,2020,2,17.77
Hombres,29,Málaga,2020,3,19.48
Hombres,29,Málaga,2020,4,14.35
Hombres,29,Málaga,2021,1,20.33
Hombres,29,Málaga,2021,2,16.55
Hombres,29,Málaga,2021,3,17.16
Hombres,29,Málaga,2021,4,16.62
Hombres,29,Málaga,2022,1,16.89
Hombres,29,Málaga,2022,2,14.96
Hombres,29,Málaga,2022,3,11.61
Hombres,29,Málaga,2022,4,17.48
Hombres,29,Málaga,2023,1,15.89
Hombres,30,Murcia,2002,1,8.96
Hombres,30,Murcia,2002,2,8.12
Hombres,30,Murcia,2002,3,7.52
Hombres,30,Murcia,2002,4,8.43
Hombres,30,Murcia,2003,1,9.09
Hombres,30,Murcia,2003,2,6.99
Hombres,30,Murcia,2003,3,7.71
Hombres,30,Murcia,2003,4,7.18
Hombres,30,Murcia,2004,1,8.42
Hombres,30,Murcia,2004,2,7.31
Hombres,30,Murcia,2004,3,7.72
Hombres,30,Murcia,2004,4,6.54
Hombres,30,Murcia,2005,1,5.54
Hombres,30,Murcia,2005,2,5.84
Hombres,30,Murcia,2005,3,6.82
Hombres,30,Murcia,2005,4,5.57
Hombres,30,Murcia,2006,1,5.39
Hombres,30,Murcia,2006,2,6.26
Hombres,30,Murcia,2006,3,6.12
Hombres,30,Murcia,2006,4,6.12
Hombres,30,Murcia,2007,1,5.12
Hombres,30,Murcia,2007,2,5.19
Hombres,30,Murcia,2007,3,6.82
Hombres,30,Murcia,2007,4,6.84
Hombres,30,Murcia,2008,1,7.87
Hombres,30,Murcia,2008,2,10.57
Hombres,30,Murcia,2008,3,13.55
Hombres,30,Murcia,2008,4,15.77
Hombres,30,Murcia,2009,1,20.15
Hombres,30,Murcia,2009,2,20.9
Hombres,30,Murcia,2009,3,22.86
Hombres,30,Murcia,2009,4,22.68
Hombres,30,Murcia,2010,1,22.65
Hombres,30,Murcia,2010,2,21.44
Hombres,30,Murcia,2010,3,23.58
Hombres,30,Murcia,2010,4,25.06
Hombres,30,Murcia,2011,1,26
Hombres,30,Murcia,2011,2,24.19
Hombres,30,Murcia,2011,3,23.72
Hombres,30,Murcia,2011,4,26.15
Hombres,30,Murcia,2012,1,27.63
Hombres,30,Murcia,2012,2,26.12
Hombres,30,Murcia,2012,3,28.56
Hombres,30,Murcia,2012,4,28.87
Hombres,30,Murcia,2013,1,30.37
Hombres,30,Murcia,2013,2,28.19
Hombres,30,Murcia,2013,3,28.24
Hombres,30,Murcia,2013,4,27.41
Hombres,30,Murcia,2014,1,27.29
Hombres,30,Murcia,2014,2,22.76
Hombres,30,Murcia,2014,3,23.08
Hombres,30,Murcia,2014,4,25.26
Hombres,30,Murcia,2015,1,24.67
Hombres,30,Murcia,2015,2,20.32
Hombres,30,Murcia,2015,3,21.19
Hombres,30,Murcia,2015,4,20.57
Hombres,30,Murcia,2016,1,18.95
Hombres,30,Murcia,2016,2,16.57
Hombres,30,Murcia,2016,3,18.06
Hombres,30,Murcia,2016,4,15.64
Hombres,30,Murcia,2017,1,15.72
Hombres,30,Murcia,2017,2,13.94
Hombres,30,Murcia,2017,3,16.16
Hombres,30,Murcia,2017,4,15.05
Hombres,30,Murcia,2018,1,14.9
Hombres,30,Murcia,2018,2,13.03
Hombres,30,Murcia,2018,3,13.63
Hombres,30,Murcia,2018,4,12.05
Hombres,30,Murcia,2019,1,11.59
Hombres,30,Murcia,2019,2,10.77
Hombres,30,Murcia,2019,3,12.2
Hombres,30,Murcia,2019,4,12.95
Hombres,30,Murcia,2020,1,14.21
Hombres,30,Murcia,2020,2,12.94
Hombres,30,Murcia,2020,3,14.62
Hombres,30,Murcia,2020,4,12.59
Hombres,30,Murcia,2021,1,13.24
Hombres,30,Murcia,2021,2,11.23
Hombres,30,Murcia,2021,3,12.82
Hombres,30,Murcia,2021,4,10.58
Hombres,30,Murcia,2022,1,11.9
Hombres,30,Murcia,2022,2,10.48
Hombres,30,Murcia,2022,3,13.09
Hombres,30,Murcia,2022,4,10.91
Hombres,30,Murcia,2023,1,11.26
Hombres,31,Navarra,2002,1,3.67
Hombres,31,Navarra,2002,2,2.37
Hombres,31,Navarra,2002,3,3.22
Hombres,31,Navarra,2002,4,3.65
Hombres,31,Navarra,2003,1,3.31
Hombres,31,Navarra,2003,2,4.07
Hombres,31,Navarra,2003,3,4.55
Hombres,31,Navarra,2003,4,4.73
Hombres,31,Navarra,2004,1,4.77
Hombres,31,Navarra,2004,2,4.52
Hombres,31,Navarra,2004,3,3.74
Hombres,31,Navarra,2004,4,4.06
Hombres,31,Navarra,2005,1,4.69
Hombres,31,Navarra,2005,2,4.11
Hombres,31,Navarra,2005,3,3.73
Hombres,31,Navarra,2005,4,5.04
Hombres,31,Navarra,2006,1,5.16
Hombres,31,Navarra,2006,2,5.46
Hombres,31,Navarra,2006,3,3.63
Hombres,31,Navarra,2006,4,2.38
Hombres,31,Navarra,2007,1,3.06
Hombres,31,Navarra,2007,2,2.68
Hombres,31,Navarra,2007,3,2.85
Hombres,31,Navarra,2007,4,3.97
Hombres,31,Navarra,2008,1,5.28
Hombres,31,Navarra,2008,2,4.83
Hombres,31,Navarra,2008,3,5.29
Hombres,31,Navarra,2008,4,7.17
Hombres,31,Navarra,2009,1,9.9
Hombres,31,Navarra,2009,2,10.82
Hombres,31,Navarra,2009,3,9.46
